id,name,short_name,owner_email,tax_id,address1,address2,city,us_state,zipcode,country,external_id,status,reject_reason,reject_detail,owner_id,reviewer_id,organization_id,notes,created_at,updated_at,approved_time_utc,account_code,sales_rep_id,owner_sales_rep_country,owner_sales_rep_office,owner_sales_rep_name,form_active_time,member_office,last_execution_time
2733,"IWA LOGISTICS (THAILAND) CO., LTD.",IWA BKK,pam.s@iwalogistics.com,0105546099495,"100-102 ANUMARNRAJATHON 1, SURAWONGSE ROAD","BANGRAK,  SURIYAWONGSE",BANGKOK,BANGKOK,10500,TH,THI000089,APPROVED,,,3329,45,2220,,2020/3/13 上午 10:05:20,2020/3/16 上午 02:34:18,2020/3/16 上午 02:34:18,THI000089,531,TH,BANGKOK,PRAWIN ONNPRAEW,2020/3/13 上午 09:57:26,BANGKOK,2020/5/18 上午 01:32:21
2729,"JET8 (Thailand) Co.,Ltd",JET8,thailand@jet8cargo.com,0125552014340,"123/1-2 Soi Krungthepnon 12,",Bangkhen,Muangnonthhaburi,NONTHABURI,11000,TH,THJ000358,APPROVED,,,3325,45,2221,,2020/3/13 上午 09:06:29,2020/3/16 上午 02:34:37,2020/3/16 上午 02:34:37,THJ000358,531,TH,BANGKOK,PRAWIN ONNPRAEW,2020/3/13 上午 09:04:51,BANGKOK,2020/5/18 上午 01:32:21
2728,"Shanghai Baizhen Logistics co., ltd.",Shanghai Baizhen Logistics,2880052044@qq.com,91310109093817449X,"12F, 1619 Dalian Road, Junfeng International Fortune Plaza",,Shanghai,SHANGHAI,200086,CN,CNS033932,APPROVED,,,3324,45,2230,,2020/3/13 上午 08:55:25,2020/3/16 上午 06:07:50,2020/3/16 上午 06:07:49,CNS033932,174,CN,SHANGHAI,"BRIAN HUANG (HUANG, CHENG-QI)",2020/3/13 上午 08:54:52,SHANGHAI,2020/5/18 上午 01:32:21
2745,"SL VIETNAM CO., LTD","SL VIETNAM CO., LTD",cus@starlogvn.com,0107361432,"NO.30, ALLEY 151/86 NGUYEN DUC CANH, TUONG MAI WARD, HOANG MAI, HA NOI, VIET NAM","2ND FLOOR, 16 TRAN DIEN STR., THANH XUAN DIST., HA NOI, VIET NAM",HANOI,HANOI,10000,VN,VNS001585,APPROVED,,,3341,45,2264,,2020/3/14 上午 02:22:46,2020/3/17 上午 02:12:35,2020/3/17 上午 02:12:35,VNS001585,1352,VN,HANOI,MARK NGUYEN,2020/3/11 上午 09:04:12,HANOI,2020/5/18 上午 01:32:21
2737,qingdao crd international logistics.com,CRD,jasonguo@qdcrd.com,0532-85715329,SHANDONG QINGDAO,,QINGDAO,SHANDONG,266000,CN,CNQ006977,APPROVED,,,3333,45,2297,,2020/3/13 上午 10:53:35,2020/3/17 上午 07:55:47,2020/3/17 上午 07:55:47,CNQ006977,201,CN,QINGDAO,"DENNIS LIU (LIU, JUN-JIANG)",2020/3/13 上午 10:49:02,QINGDAO,2020/5/18 上午 01:32:21
2741,"Best Shipping Line Co., ltd.","Best Shipping Line Co., ltd.",op8@senior-cn.cn,91370202MA3DD4647G,"Room 1516, Times Square, No. 52, Hong Kong Middle Road, Shinan District, Qingdao,Shandong province.",,QINGDAO,SHANDONG,266071,CN,CNB004702,APPROVED,,,3337,45,2290,,2020/3/13 下午 01:38:09,2020/3/17 上午 06:23:54,2020/3/17 上午 06:23:54,CNB004702,201,CN,QINGDAO,"DENNIS LIU (LIU, JUN-JIANG)",,QINGDAO,2020/5/18 上午 01:32:21
2732,PT. GOLDEN OCEAN INTERNATIONAL,GOI,export@golden-oceans.com,313471294604000,GEDUNG BUMI MANDIRI TOWER 1 LANTAI 10 RUANG 1002 JL BASUKI RAHMAT 129-137,,SURABAYA,EAST JAVA,60271,ID,IDG001264,APPROVED,,,3328,43,3182,,2020/3/13 上午 10:01:27,2020/4/7 上午 03:43:06,2020/4/7 上午 03:43:06,IDG001264,745,ID,SURABAYA,TJANDRANINGSIH,2020/3/13 上午 09:54:27,SURABAYA,2020/5/18 上午 01:32:21
2748,PT. PRIMA JASINDO BAHARI.1586417253.rejected,PJB,primajasindo.cs@gmail.com.1586417253.rejected,01.735.309.5-027.000.1586417253.rejected,"Jl. Ruko Cemp. Mas No.14, RW.8, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat",,Jakarta Pusat,DKI JAKARTA,10640,ID,,REJECTED,others,"Please contact with our local biz rep. for further checking, thank you.",3347,45,,,2020/3/14 下午 12:46:36,2020/4/9 上午 07:27:34,,,,,,,,,2020/5/18 上午 01:32:21
2746,EASTERN MATERIAL WASTE RECYCLE COMPANY,EASTERN,easternmaterial@yahoo.com.hk,33267849000,G/*F DD125 LOT143 PING HA ROAD TIN SHUI WAI NEW VILLAGE PING SHAN YUEN LONG,,HONG KONG,,00852,HK,HKE000774,APPROVED,,,3342,45,2209,,2020/3/14 上午 03:37:22,2020/3/16 上午 01:11:11,2020/3/16 上午 01:11:10,HKE000774,352,HK,HONG KONG,"PECHE FAN (FAN, KWOK KWONG)",2020/3/13 上午 11:00:37,HONG KONG,2020/5/18 上午 01:32:21
2747,"GUANG DONG WEI TENG INT'L FREIGHT CO.,LTD",GUANG DONG WEI TENG,sonia@weitengcn.com,075488947900,"RM 207,BUILDING D,XINJI GARDEN,LIANJIANGROAD.LONGHU DISTRICT,SHANTOU",,SHANTOU,GUANGDONG,LONGHU,CN,CNG008649,APPROVED,,,3343,45,2256,,2020/3/14 上午 06:54:33,2020/3/17 上午 12:49:54,2020/3/17 上午 12:49:54,CNG008649,1412,CN,SHANTOU,SAM DENG,2020/3/14 上午 06:51:57,SHANTOU,2020/5/18 上午 01:32:21
2749,ECU WORLDWIDE VIETNAM JSC,ECU WORLDWIDE VN,miasgn@ecuworldwide.com,0304258307,"No. 23, Street 8A, Nam Long Residential Area, Tan Thuan Dong Ward, District 7, Ho Chi Minh City, Vietnam",,HO CHI MINH,HO CHI MINH,700000,VN,VNE000007,APPROVED,,,3350,44,2440,,2020/3/15 上午 04:18:39,2020/3/19 上午 04:24:48,2020/3/19 上午 04:24:48,VNE000007,494,VN,HO CHI MINH,TED LE (LE THIEN KHOA),2020/3/15 上午 04:18:22,HO CHI MINH,2020/5/18 上午 01:32:21
2751,"TIANJIN OCEAN GLORY INTERNATIONAL FREIGHT TRANSPORTATION CO.,LTD",OCEAN GLORY,hejian@oceanglory.com,91120116 741374149C,"21FL,Hexie Mansion,No 19,Hankou WEST Road,Heping District,Tianjin P.P.China",,tianjin,TIANJIN,300051,CN,CNT006493,APPROVED,,,3352,45,2201,,2020/3/15 下午 03:57:58,2020/3/16 上午 12:42:23,2020/3/16 上午 12:42:23,CNT006493,403,CN,TIANJIN,"BENJAMIN GAO (GAO, PENG)",2020/3/13 上午 09:12:51,TIANJIN,2020/5/18 上午 01:32:21
2754,"LIAONING KODAI INTERNATIONAL FORWARDING CO.,LTD.",LNKODAI,wang.y@kodai-sangyo.com,91210200701794739G,"ROOM 16, NO.15 RENMIN ROAD, ZHONGSHAN DISTRICT, DALIAN, CHINA",,DALIAN,LIAONING,116000,CN,CNL003302,APPROVED,,,3355,45,2217,,2020/3/16 上午 01:59:11,2020/3/16 上午 02:08:46,2020/3/16 上午 02:08:46,CNL003302,266,CN,DALIAN,"CAESAR CAO (CAO, DE-QIANG)",,DALIAN,2020/5/18 上午 01:32:21
2757,navigator logistics ltd,navigator,ken@navigator-logistics.com,91440106567943384w,"1401, tower a, guangzhou center plaza, no.161, linhexi road, tianhe district, guanghzou",,guangzhou,GUANGDONG,510610,CN,CNN007770,APPROVED,,,3359,45,2222,,2020/3/16 上午 02:48:20,2020/3/16 上午 03:03:41,2020/3/16 上午 03:03:41,CNN007770,247,CN,GUANGZHOU,"ERROL YU (YU, RONG-HUA)",2020/3/16 上午 02:43:24,GUANGZHOU,2020/5/18 上午 01:32:21
2758,"SHANGHAI WEIMING CARGO TRANSPORTATION CO.,LTD.",WEIMING CARGO,jim@wmgroup.com.cn,9131011513228261X5,"4F, Block #2, No. 815, DongDaMing Road,",,SHANGHAI,SHANGHAI,200082,CN,CNS002388,APPROVED,,,3360,45,2223,,2020/3/16 上午 03:01:16,2020/3/16 上午 03:15:58,2020/3/16 上午 03:15:57,CNS002388,162,CN,SHANGHAI,"JEFFERSON LU (LU, FA)",2020/3/16 上午 02:58:21,SHANGHAI,2020/5/18 上午 01:32:21
2761,TAIWAN TRANSPORT & STORAGE CORP,TTS,sara.lee@tts.com.tw,03634507,"8F., No.113, Chung Shan N. Rd Sec. 2, 104, Taipei City",,Taipei,,104,TW,TWT003562,APPROVED,,,3364,45,2224,,2020/3/16 上午 03:27:52,2020/3/16 上午 03:34:27,2020/3/16 上午 03:34:27,TWT003562,458,TW,TAIPEI,"EARL FANG,(FANG, ZHEN)",2020/3/16 上午 03:27:40,TAIPEI,2020/5/18 上午 01:32:21
2763,Jiangsu Globe Logistics Limited Co.Xiamen Branch,JSGL,operator1.xmn@brilliantglobe.cn,91350200855020680L,"Bonded Market Building,Suite 8A ,88 Xiangyu Road, Xiamen, 361006",,XIAMEN,,361006,CN,CNJ003553,APPROVED,,,3368,45,2245,,2020/3/16 上午 03:58:52,2020/3/16 上午 10:12:53,2020/3/16 上午 10:12:53,CNJ003553,393,CN,XIAMEN,"DWYANE XU (XU, JUN-JIA)",2020/3/16 上午 03:34:13,XIAMEN,2020/5/18 上午 01:32:21
2762,"NFI NOMINATED FREIGHT INT'L., SERVICES INC.",NFI,rofel@nfis.com.ph,253-733-716-000,"NO. 168 M.L, QUEZON ST., CASUNTINGAN","MANDAUE CITY, CEBU",MANDAUE,CEBU,6014,PH,PHN000276,APPROVED,,,3366,45,2229,,2020/3/16 上午 03:57:37,2020/3/16 上午 06:06:29,2020/3/16 上午 06:06:28,PHN000276,1502,PH,CEBU,ERNEST JOHN RYAN BANI OCANA,2020/3/16 上午 03:56:29,CEBU,2020/5/18 上午 01:32:21
2766,PMI Grobal (HK) Ltd.,PMI HKG,kennymak@pmigroups.com,58375518-000-05-19-9,Flat A 15/F Reason Group Tower,"403-413 Castle Peak Road, Kwai Chung",852,,852,HK,HKP002038,APPROVED,,,3373,45,2233,,2020/3/16 上午 04:13:15,2020/3/16 上午 07:24:27,2020/3/16 上午 07:24:27,HKP002038,355,HK,HONG KONG,"BARRY LEE (LEE, CHUN-HUNG)",2020/3/16 上午 04:10:17,HONG KONG,2020/5/18 上午 01:32:21
2797,Quartz Logsitics Inc,Quartz,karenc@quartzlax.com,27-3262405,"780 S. NOGALES ST, STE # D",,CITY OF INDUSTRY,CALIFORNIA,91748,US,USQ000489,APPROVED,,,3411,45,2335,,2020/3/16 下午 08:14:58,2020/3/18 上午 02:01:25,2020/3/18 上午 02:01:25,USQ000489,69,US,LOS ANGELES,TOM WANG,2020/3/16 下午 06:03:40,LOS ANGELES,2020/5/18 上午 01:32:21
2752,"B.B.LOGISTICS (THAILAND) CO.,LTD.",B.B.LOGISTICS,areerat@bblogistics.co.th,0105549083433,"NO.1 SOI ROMKLAO 58 KLONGSAMPRAVED,LADKRABANG,BANGKOK10520",,BANGKOK,,10520,TH,THB000854,APPROVED,,,3353,45,2241,,2020/3/16 上午 01:08:37,2020/3/16 上午 08:34:30,2020/3/16 上午 08:34:29,THB000854,548,TH,BANGKOK,JAROONSAK THUSSANANARWIN,2020/3/15 下午 03:37:17,BANGKOK,2020/5/18 上午 01:32:21
2773,"ZHEJIANG YCANG TECHNOLOGY CO.,LTD..1584349608.rejected",yicang,fayhong@yicang.com.1584349608.rejected,9133000059437683XU.1584349608.rejected,"RM802 MEILAI BUSINESS BLD, NO 333 MOGANSHAN ROAD, XIHU DISTRICT, HANGZHOU, 310012, ZHEJIANG, CHINA",,hangzhou,ZHEJIANG,310000,CN,,REJECTED,invalid_name,,3380,45,,,2020/3/16 上午 06:02:48,2020/3/16 上午 09:06:49,,,208,CN,NINGBO,"STONE JIANG (JIANG, CHUN-QIANG)",,NINGBO,2020/5/18 上午 01:32:21
2769,OMTRANS LOGISTICS LTD,OMTRANS,vikram_garg@omtrans.in,AABCO0852A,"159,TRANSPORT CENTRE NEAR PUNJABI BAGH FLYOVER",,DELHI,DELHI,110035,IN,INO000526,APPROVED,,,3376,45,2246,,2020/3/16 上午 04:38:08,2020/3/16 上午 10:13:48,2020/3/16 上午 10:13:48,INO000526,815,IN,NEW DELHI,PEUSH VINAY GUPTA,2020/3/16 上午 04:32:07,NEW DELHI,2020/5/18 上午 01:32:21
2756,Gebruder Weiss China Limited,GW,janson.feng@gw-world.com,91310000717869141R,"Unit 1704-1718, Corporate Avenue 3, No.168 Hubin Road, Huangpu DistrictShanghai 200021, China",,Shanghai,SHANGHAI,200021,CN,CNG009061,APPROVED,,,3358,43,2654,,2020/3/16 上午 02:28:17,2020/3/24 上午 08:39:48,2020/3/24 上午 08:39:48,CNG009061,181,CN,SHANGHAI,"ADA XU (XU, JUE)",2020/3/16 上午 02:28:04,SHANGHAI,2020/5/18 上午 01:32:21
2760,"Achilles Supply Chain Management (Shanghai) Co., Ltd.",ASCMSHA,max.cheung@achilleslogistics.com,91310109MA1G50705K,"Room 119, 1F Changxing Building, No.888 Bibo Road,",,SHANGHAI,SHANGHAI,201203,CN,CNA005650,APPROVED,,,3362,45,2565,,2020/3/16 上午 03:12:44,2020/3/20 上午 07:43:58,2020/3/20 上午 07:43:58,CNA005650,161,CN,SHANGHAI,"JOACHIM ZHANG (ZHANG, JUN-QI)",2020/3/16 上午 03:12:25,SHANGHAI,2020/5/18 上午 01:32:21
2768,"PARTNERS LOGISTICS (SHANGHAI) CO.,LTD.SHENZHEN OFFICE",PARTNERS SHENZHEN,szxmng@partners-logistics.com,914403006718692333,"ROOM 1105, PETREL MANSION, JIABIN ROAD, LUOHU DISTRICT",,SHENZHEN,,518000,CN,CNP001982,APPROVED,,,3375,45,2306,,2020/3/16 上午 04:35:14,2020/3/17 上午 08:05:43,2020/3/17 上午 08:05:43,CNP001982,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 04:28:16,SHENZHEN,2020/5/18 上午 01:32:21
2765,"GLOBE EXPRESS SERVICES CO.,LTD.SHENZHEN BRANCH",GLOBE EXPRESS,eric.lin@globe-express.com.cn,91440300MA5FXBCL8Q,"RM1106-08, 11/F TOWER A TIAN'AN CYBER TIMES BUILDING, TIAN'AN CYBER PARK, FU TIAN DISTRICT, SHENZHEN",,SHENZHEN,,518000,CN,CNG001898,APPROVED,,,3371,45,2307,,2020/3/16 上午 04:12:06,2020/3/17 上午 08:06:03,2020/3/17 上午 08:06:03,CNG001898,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 02:35:33,SHENZHEN,2020/5/18 上午 01:32:21
2764,"SHENZHEN TOP SAVE LOGISTICS CO.,LTD",TOP SAVE,steven@topsavelog.com,91440300MA5EYW5L5P,"ROOM 602, NO. 152, JINYING NEW VILLAGE, LANGKOU COMMUNITY,DALANG STREET, LONGHUA DISTRICT,",,SHENZHEN,,518000,CN,CNS033719,APPROVED,,,3369,45,2308,,2020/3/16 上午 04:06:37,2020/3/17 上午 08:06:19,2020/3/17 上午 08:06:19,CNS033719,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 04:02:25,SHENZHEN,2020/5/18 上午 01:32:21
2759,"NINGBO KAIYUAN SHIPPING CO.,LTD SHENZHEN BRANCH",NINGBO KAIYUAN,jenny-szx@kaiyuancn.com,91440300678598560H,"RM26A,E A TOWER HONGLONG CENTURY PLAZA, NO.4002 SHEN NAN EAST RD., LUOHU",,SHENZHEN,,518000,CN,CNN005286,APPROVED,,,3361,45,2309,,2020/3/16 上午 03:12:36,2020/3/17 上午 08:06:36,2020/3/17 上午 08:06:36,CNN005286,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 03:09:09,SHENZHEN,2020/5/18 上午 01:32:21
2755,"SHENZHEN CELTS LOGISTICS CO.,LTD.",CELTS,kateguo@celts.cn,91440300577659651J,"A1010,NAN XIAN SQUARE, MEI LONG ROAD, MINZHI, LONGHUA DISTRICT",,SHENZHEN,,518000,CN,CNS026391,APPROVED,,,3356,45,2310,,2020/3/16 上午 02:09:59,2020/3/17 上午 08:06:51,2020/3/17 上午 08:06:51,CNS026391,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 02:06:46,SHENZHEN,2020/5/18 上午 01:32:21
2770,ODYSSEY INT'L (CHINA) LTD. SHENZHEN BRANCH,ODYSSEY,mary@odysseychina-szx.com,914403006748290504,"RM 1609,16/F,WANDE BLDG,1019 MIDDLES SHENNAN ROAD",,SHENZHEN,,518000,CN,CNO000023,APPROVED,,,3377,45,2305,,2020/3/16 上午 04:58:25,2020/3/17 上午 08:05:28,2020/3/17 上午 08:05:28,CNO000023,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 04:25:04,SHENZHEN,2020/5/18 上午 01:32:21
2753,"DALIAN UNITED INTERNATIONAL SHIPPING AGENCY CO.,LTD",UNISA,zhangtianyu@unisa.com.cn,91210200242375710M,7TH FLOOR TIMES BUILDING NO.7 GANGWAN STREET  ZHONGSHAN DISTRICT DALIAN CHINA,,DALIAN,LIAONING,116001,CN,CND000006,APPROVED,,,3354,45,2238,,2020/3/16 上午 01:35:41,2020/3/16 上午 08:29:10,2020/3/16 上午 08:29:10,CND000006,264,CN,DALIAN,"JACK YIN (YIN , HONG-WEI)",2020/3/16 上午 01:26:29,DALIAN,2020/5/18 上午 01:32:21
3689,Zhuhai Zhi Hang Ltd.,ZHZHL,zh06@zhzhl.com,91440400725061409E,"8th Floor,3D Tech. Building, No. 184 Bai Lian Rd,Zhuhai City, Guangdong, P.R. China",,ZHUHAI,,519015,CN,CNZ001595,APPROVED,,,4540,44,3031,,2020/4/1 上午 07:28:17,2020/4/1 上午 07:37:26,2020/4/1 上午 07:37:26,CNZ001595,378,CN,ZHONGSHAN,"JERRY HUO (HUO, CAN-HUA)",,ZHONGSHAN,2020/5/18 上午 01:32:21
2767,RITIME GROUP INC (SZX),RITIME GROUP INC (SZX),opszx6@ritimegroup.com,91440300306111774J,"Unit 3001,30/F, International Trade Center Building,No.3002,Renmin South Road,Luohu District",,SHENZHEN,GUANGDONG,518001,CN,CNR002405,APPROVED,,,3374,45,2228,,2020/3/16 上午 04:19:22,2020/3/16 上午 06:05:11,2020/3/16 上午 06:05:11,CNR002405,138,CN,SHENZHEN,"DARCY WU (WU, QIANG)",2020/1/15 上午 10:14:00,SHENZHEN,2020/5/18 上午 01:32:21
2777,UFS SHIPPING INTERNATIONAL (ASIA) LTD.,UFS SHIPPING INT'L (ASIA) LTD.,customer@ufshk.com,1503790700005190,"3/Floor, Hip Wo Bldg, Nos. 1143 Canton Road, Mongkok, Kowloon, Hong Kong",,HONG KONG,,00852,HK,HKU000019,APPROVED,,,3385,45,2231,,2020/3/16 上午 06:51:49,2020/3/16 上午 06:57:51,2020/3/16 上午 06:57:51,HKU000019,359,HK,HONG KONG,"CHRIS WOO (WOO, HOI-PING)",2020/3/16 上午 06:46:38,HONG KONG,2020/5/18 上午 01:32:21
2775,"SHENZHEN EVERGRANDE INTERNATIONAL LOGISTICS CO.,LT",EVERGRANDE,neo@evergrande-logistics.com,91440300349845436L,"ROOM 201,D BUILDING,NO.26 YUECHANG ROAD,FURONG STREET,BAOAN DISTRICT",,SHENZHEN,,518000,CN,CNS030859,APPROVED,,,3382,45,2302,,2020/3/16 上午 06:16:22,2020/3/17 上午 08:04:44,2020/3/17 上午 08:04:44,CNS030859,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 05:44:50,SHENZHEN,2020/5/18 上午 01:32:21
2778,Gebruder Weiss China Limited Dalian Branch,GWDLC,linda.liu@gw-world.com,91210200792034187M,"Rm.2110, MingShi Fortune Center",,DALIAN,LIAONING,116001,CN,CNG009605,APPROVED,,,3386,14,2232,,2020/3/16 上午 06:59:12,2020/3/16 上午 07:10:06,2020/3/16 上午 07:10:06,CNG009605,264,CN,DALIAN,"JACK YIN (YIN , HONG-WEI)",2020/3/16 上午 06:56:42,DALIAN,2020/5/18 上午 01:32:21
2780,Seamaster Global Forwarding (Shanghai) Ltd. Ningbo Branch,Seamaster NBO,kina.xu@seamasterglobal.com,USCI+91330203577536109D,"19TH FLOOR, HENGTAI BUILDING,69 CHEJIAO STREET NINGBO 315000",,NINGBO,ZHEJIANG,315000,CN,CNS026728,APPROVED,,,3389,45,2236,,2020/3/16 上午 07:32:20,2020/3/16 上午 08:26:08,2020/3/16 上午 08:26:08,CNS026728,207,CN,NINGBO,"TSINGHUA CHEN (CHEN, QING-HUA)",2020/3/16 上午 07:31:45,NINGBO,2020/5/18 上午 01:32:21
2784,NINGBO COSMOS INTERNATIONAL LOGISTICS LTD,Cosmos,cathy@nbc-log.com,91330204MA282YY91B,"1083 E.ZHONGSHAN ROAD,COB OFFICE BUILDING,SUITE 608,NINGBO,CHINA",,ningbo,ZHEJIANG,315000,CN,CNN009368,APPROVED,,,3394,45,2237,,2020/3/16 上午 08:14:12,2020/3/16 上午 08:28:44,2020/3/16 上午 08:28:44,CNN009368,206,CN,NINGBO,"YVONNE LUO (LUO, YU-LEI)",2019/12/20 上午 06:48:38,NINGBO,2020/5/18 上午 01:32:21
2787,"COMBINE INT'L LOGISTICS CO., LTD.",CILHKG,vicki-hkg@combine21.com,21770955-000-07-17-4,"RM 810, 8/F, KWAI CHEONG CTR,","50 KWAI CHEONG RD, KWAI CHUNG",KWAI CHUNG,,NIL,HK,HKC000790,APPROVED,,,3399,45,2262,,2020/3/16 上午 09:44:16,2020/3/17 上午 02:05:19,2020/3/17 上午 02:05:19,HKC000790,352,HK,HONG KONG,"PECHE FAN (FAN, KWOK KWONG)",2020/3/16 上午 09:38:06,HONG KONG,2020/5/18 上午 01:32:21
2789,"Captain Freight Management Co., Ltd.",Captain Freight,op04@captaincn.com,91440 300 5598 62015B,"Add:Rm3A07, Xixiang Chamber Of Commerce Building, Gongle Road, Baoan District, Shenzhen,China.",,SHENZHEN,GUANGDONG,518000,CN,CNC011237,APPROVED,,,3401,45,2249,,2020/3/16 上午 09:49:25,2020/3/17 上午 12:44:54,2020/3/17 上午 12:44:54,CNC011237,353,HK,HONG KONG,"PAUL TAM (TAM, CHI CHUNG)",2020/3/16 上午 09:48:56,HONG KONG,2020/5/18 上午 01:32:21
2794,"FUJIAN SINO ARTS EXPRESS LOGISTICS CO., LTD",SINO ARTS,doris@fcaicl-shpg.com,913501025692860235,"Room 11I-J,11/F,Huakaifugui Building A,NO.8 DongDa Road,fuzhou,china",,Fuzhou,FUJIAN,350001,CN,CNF006470,APPROVED,,,3408,45,2257,,2020/3/16 下午 03:23:24,2020/3/17 上午 12:50:23,2020/3/17 上午 12:50:23,CNF006470,257,CN,FUZHOU,"LEO DONG (DONG, LIANG)",2020/3/16 上午 05:32:01,FUZHOU,2020/5/18 上午 01:32:21
2790,"Culucks International Co., Ltd..1586831792.rejected",Culucks,ts@culucks.com.1586831792.rejected,54169150.1586831792.rejected,"3F., No.42, Jingwen St., Wenshan Dist.,","Taipei City 116, Taiwan (R.O.C.)",Taipei City,,116,TW,,REJECTED,others,"Please contact with our local biz rep. for further checking, thank you",3402,45,,,2020/3/16 上午 10:03:29,2020/4/14 上午 02:36:33,,,,,,,,,2020/5/18 上午 01:32:21
2795,lih dah shoes,lih dah shoes,lihdahshoes@gmail.com,934026721,"7 yellow street,ezakheni industrial,ladysmith",,LADYSMITH,KWAZULU-NATAL,3370,ZA,ZAL000282,APPROVED,,,3409,45,2573,,2020/3/16 下午 03:39:42,2020/3/20 上午 08:52:07,2020/3/20 上午 08:52:07,ZAL000282,1323,ZA,DURBAN,MERLE ROSANNA NAIDOO,2020/3/16 下午 03:39:29,DURBAN,2020/5/18 上午 01:32:21
2793,"Gloryway Int'l Forwarding Co.,Ltd",Gloryway Forwarding,frank.ding@gloryway-logistics.com,9131011777578105XQ,Suite 406 No.340 Huoshan road,,Yangpu,SHANGHAI,200000,CN,CNG007731,APPROVED,,,3407,45,2261,,2020/3/16 下午 01:11:10,2020/3/17 上午 12:56:16,2020/3/17 上午 12:56:16,CNG007731,172,CN,SHANGHAI,"CARL LU (LU, JIN-MING)",2020/3/16 下午 01:10:49,SHANGHAI,2020/5/18 上午 01:32:21
2776,"XIAMEN REAL SUPPLY CHAIN MANAGEMENT CO.,LTD",XIAMEN REAL,gorden.dong@daaocargo.com,91350206MA2XXE8H98,"ROOM 507,KAIJI BUILDING,NO.4 YUEHUA ROAD,HULI DISTRICT",,XIAMEN,FUJIAN,361006,CN,CNX006083,APPROVED,,,3383,45,2286,,2020/3/16 上午 06:26:55,2020/3/17 上午 05:55:48,2020/3/17 上午 05:55:48,CNX006083,114,CN,SHENZHEN,"VIC LIU (LIU, JIA-JUN)",2020/3/16 上午 06:23:59,SHENZHEN,2020/5/18 上午 01:32:21
2779,"VMS (Shenzhen) Supply Chain Co., Ltd.",VMS SHENZHEN,shenzhen_op4@vms1995.cn,9144030034989158XG,"ROOM 201 BLOCK A ,NO 1 QIANHAI ROAD 1,QIANHAI PORT COOPERATIVE DISTRICT",,SHENZEHN,,518000,CN,CNV000757,APPROVED,,,3387,45,2301,,2020/3/16 上午 07:02:43,2020/3/17 上午 08:04:25,2020/3/17 上午 08:04:25,CNV000757,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",,SHENZHEN,2020/5/18 上午 01:32:21
2774,"LF LOGISTICS(CHINA)CO.,LTD.SHENZHEN BRANCH",LF,janelij@lflogistics.com,914403000938371914,"1/F, ANNEX BUILDING, SHENFUBAO BUILDING, 8, RONGHUA ROAD, FUTIAN FREE TRADE ZONE,",,SHENZHEN,,518000,CN,CNL004652,APPROVED,,,3381,45,2303,,2020/3/16 上午 06:11:02,2020/3/17 上午 08:04:59,2020/3/17 上午 08:04:59,CNL004652,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2020/3/16 上午 05:48:12,SHENZHEN,2020/5/18 上午 01:32:21
2782,"shanghai wonderful shipping co., ltd.1584503818.rejected",wonderful shipping,super15855@163.com.1584503818.rejected,913101160820963597.1584503818.rejected,"no.2514 Songjin Road,Zhangyan Town, Jinshan District, Shanghai",,SHANGHAI,SHANGHAI,201500,CN,,REJECTED,others,"Please contact with our local biz rep. for further checking, thank you.",3392,45,,,2020/3/16 上午 07:37:53,2020/3/18 上午 03:56:59,,,,,,,,,2020/5/18 上午 01:32:21
2791,Globe Success Internation Transportation (Shenzhen) Ltd.Zhongshan Branch,GSIT,leila_lei@globesuccess.com.cn,91442000061518997T,Globe Success Internation Transportation (Shenzhen) Ltd.Zhongshan Branch,,ZHONGSHAN,GUANGDONG,528400,CN,CNG007089,APPROVED,,,3403,45,2511,,2020/3/16 上午 10:11:08,2020/3/20 上午 02:23:43,2020/3/20 上午 02:23:43,CNG007089,379,CN,ZHONGSHAN,"JACK LIANG (LIANG, ZHAO-HENG)",,ZHONGSHAN,2020/5/18 上午 01:32:21
2783,Dachser hong kong ltd,Dachser,wing.tam@dachser.com,HKD000342,"18/F  The Octagon, 6 Sha Tsui Road,",tsuen wan,NT,,000852,HK,HKD000342,APPROVED,,,3393,45,2259,,2020/3/16 上午 07:43:28,2020/3/17 上午 12:51:52,2020/3/17 上午 12:51:51,HKD000342,352,HK,HONG KONG,"PECHE FAN (FAN, KWOK KWONG)",2020/3/16 上午 07:43:11,HONG KONG,2020/5/18 上午 01:32:21
